,DL,IL,EL
1021,1,3,1
6544,2,5,6
4773,1,2,3
9256,2,5,5
8014,2,1,1
8481,2,3,7
488,1,3,4
4352,1,1,3
1621,1,1,2
3632,1,3,6
7167,2,4,7
4879,1,3,5
8411,2,1,5
4928,1,1,7
249,1,2,10
4620,1,1,1
1463,1,3,2
9694,2,1,4
4449,1,3,2
9394,2,4,1
8136,2,2,4
7339,2,5,1
928,1,1,5
460,1,2,4
3582,1,2,6
9781,2,4,2
2276,1,2,10
6243,2,4,3
6929,2,3,3
9507,2,4,2
7929,2,4,6
616,1,3,2
1855,1,1,4
171,1,3,1
1468,1,3,3
5352,2,1,5
5117,2,5,2
7968,2,4,3
2512,1,3,9
6292,2,5,4
1530,1,2,6
2904,1,1,2
2125,1,2,8
4848,1,3,8
6970,2,2,4
8184,2,3,5
5631,2,1,5
6513,2,3,3
6723,2,3,7
6631,2,4,7
9948,2,2,2
8078,2,4,3
5727,2,3,3
6283,2,2,2
4315,1,1,5
3779,1,2,7
1951,1,2,9
8088,2,5,3
2638,1,3,5
24,1,2,2
8353,2,5,2
233,1,3,5
2572,1,2,4
4121,1,3,3
9278,2,4,6
3475,1,3,3
770,1,1,5
2271,1,2,5
253,1,1,8
4335,1,1,8
7005,2,3,7
7159,2,1,6
7793,2,5,1
3380,1,2,8
7469,2,4,7
7980,2,4,7
2461,1,1,5
8206,2,2,1
2696,1,2,8
768,1,2,5
2975,1,2,9
6102,2,1,5
6591,2,3,6
5319,2,3,6
1873,1,2,7
9528,2,4,2
2723,1,3,7
8983,2,4,6
4049,1,2,1
6240,2,3,7
8313,2,5,2
9612,2,2,6
2026,1,2,4
2854,1,1,8
9584,2,3,4
3186,1,2,3
456,1,3,4
9003,2,4,3
6927,2,3,7
6358,2,1,7
9310,2,1,1
4390,1,2,8
1313,1,3,7
3765,1,3,9
8587,2,3,1
8778,2,1,4
9628,2,3,2
2661,1,3,9
6212,2,2,6
2222,1,3,3
7318,2,2,3
8413,2,1,1
9230,2,3,5
2172,1,3,2
6789,2,2,5
7613,2,1,6
5671,2,4,2
3619,1,2,10
1158,1,1,7
3515,1,1,2
5813,2,2,6
2127,1,3,8
3708,1,2,3
4847,1,2,3
5334,2,1,2
9192,2,3,1
6617,2,3,5
5909,2,2,7
2424,1,3,2
8728,2,1,3
1771,1,2,2
1899,1,1,4
3525,1,2,3
395,1,2,9
4220,1,3,7
6444,2,4,1
9301,2,5,5
1431,1,1,1
6635,2,2,6
7614,2,4,1
4215,1,3,9
5563,2,5,1
941,1,3,1
3174,1,2,2
9306,2,3,3
7349,2,2,3
4743,1,2,4
708,1,3,9
3260,1,3,3
5277,2,4,3
9210,2,2,3
6141,2,5,2
7227,2,5,3
8594,2,1,4
6143,2,5,6
5074,2,2,5
9737,2,1,2
9776,2,3,6
2185,1,1,4
4477,1,3,4
8438,2,2,5
2355,1,2,7
1842,1,1,4
7639,2,5,1
2742,1,3,3
3900,1,3,5
5848,2,3,4
3899,1,1,1
1776,1,2,5
4217,1,2,6
2587,1,3,10
5056,2,4,6
9640,2,1,3
8697,2,4,1
9067,2,1,5
5398,2,2,2
6520,2,1,4
154,1,3,8
2687,1,2,3
4419,1,1,7
1440,1,2,2
6852,2,2,6
666,1,1,3
43,1,1,4
8837,2,1,6
498,1,2,1
2943,1,1,3
1892,1,3,6
6630,2,4,4
5712,2,5,3
5049,2,4,4
5918,2,5,6
3137,1,1,4
7739,2,1,5
6291,2,1,4
3123,1,1,9
9042,2,3,2
9048,2,5,4
1316,1,2,4
5304,2,2,2
2480,1,3,7
9609,2,3,2
2570,1,2,8
9386,2,2,3
752,1,1,1
7727,2,3,7
5893,2,5,3
9678,2,1,6
8201,2,3,5
2548,1,1,3
1084,1,1,7
2796,1,2,10
4624,1,1,6
2418,1,2,6
8788,2,1,3
8658,2,4,6
7994,2,3,4
7860,2,2,4
4839,1,3,2
1254,1,1,3
5151,2,3,6
6749,2,3,4
8716,2,5,5
9289,2,4,7
5587,2,3,4
3097,1,1,6
8087,2,5,4
3925,1,3,7
1651,1,2,6
6257,2,3,1
5554,2,1,2
3929,1,2,6
4474,1,3,8
8797,2,4,7
1913,1,1,2
8870,2,5,6
3230,1,1,4
4738,1,2,5
1514,1,2,2
9629,2,5,4
8049,2,4,3
2463,1,2,3
5024,1,1,3
1596,1,1,6
9957,2,3,1
1964,1,3,7
2963,1,1,10
8651,2,1,3
9286,2,5,5
1595,1,1,6
7633,2,3,6
7603,2,2,4
4229,1,1,10
261,1,3,1
8472,2,5,3
373,1,1,1
4968,1,2,10
3199,1,1,8
455,1,1,3
4351,1,2,4
1690,1,2,7
350,1,2,1
9687,2,3,6
4768,1,2,5
9954,2,4,1
2858,1,2,5
5830,2,4,4
4980,1,3,1
4403,1,2,7
8403,2,3,7
1453,1,1,6
3125,1,2,10
4617,1,1,1
6770,2,2,5
9307,2,5,3
8984,2,2,1
1654,1,3,10
665,1,2,5
5862,2,4,1
5567,2,2,3
1470,1,3,7
7544,2,5,4
6111,2,3,1
6481,2,1,1
1628,1,3,9
4611,1,3,7
2064,1,2,4
2555,1,2,9
1788,1,1,5
3573,1,2,2
7513,2,3,5
7153,2,1,2
7500,2,5,7
5365,2,4,2
5648,2,2,4
371,1,2,2
9280,2,2,7
655,1,3,10
9439,2,5,6
3939,1,2,10
1846,1,3,10
6615,2,1,2
5837,2,1,3
6775,2,3,3
4639,1,1,1
7783,2,3,5
5584,2,3,5
3484,1,3,1
4400,1,3,2
4764,1,1,6
4952,1,3,3
2024,1,1,8
5096,2,2,2
2059,1,2,8
2563,1,1,9
646,1,2,7
9418,2,5,3
9030,2,1,3
9013,2,4,6
1160,1,3,1
6027,2,4,1
2394,1,2,3
7109,2,1,2
369,1,1,7
945,1,1,6
4016,1,1,10
4198,1,3,3
2306,1,1,3
876,1,3,2
2894,1,3,6
2041,1,1,5
8820,2,2,3
8605,2,4,5
137,1,1,9
2782,1,1,7
7937,2,2,2
1485,1,2,2
2376,1,1,5
4783,1,1,8
6803,2,3,5
5883,2,2,5
7574,2,3,1
8532,2,4,2
6769,2,5,3
1747,1,1,6
584,1,1,8
1022,1,2,7
9524,2,3,5
9487,2,2,7
8461,2,1,3
5713,2,4,7
996,1,3,10
1526,1,3,7
8062,2,4,6
5479,2,1,6
5391,2,4,2
9960,2,4,3
3881,1,2,3
5672,2,1,3
8282,2,1,3
4636,1,2,2
232,1,1,1
3607,1,2,2
3255,1,2,7
6494,2,1,3
1118,1,2,2
1901,1,3,8
3043,1,2,1
3942,1,1,3
9747,2,4,2
4539,1,3,2
5996,2,4,1
6536,2,3,7
3580,1,1,10
4951,1,2,2
4499,1,3,9
5762,2,4,3
4205,1,2,5
6884,2,2,2
3071,1,3,3
7624,2,4,5
437,1,2,1
9670,2,3,1
590,1,3,10
1933,1,3,10
5926,2,5,4
2136,1,2,1
1311,1,1,3
7591,2,2,7
3474,1,2,6
7383,2,1,4
8032,2,4,3
6746,2,3,3
2601,1,2,2
7692,2,3,6
2227,1,2,3
7203,2,3,3
899,1,2,5
6817,2,5,2
5084,2,1,1
4271,1,1,8
4772,1,2,1
8699,2,1,5
2092,1,3,1
8199,2,1,7
3641,1,3,3
2691,1,3,7
9511,2,1,7
4037,1,2,4
3388,1,2,9
8200,2,1,3
4265,1,1,7
1516,1,3,5
5285,2,3,2
4829,1,2,6
5858,2,2,4
1005,1,1,10
2283,1,2,2
4694,1,1,7
511,1,3,3
6748,2,1,1
7841,2,1,1
4502,1,2,3
9313,2,5,1
5656,2,4,5
9947,2,1,2
3799,1,2,8
8258,2,4,3
7511,2,4,7
679,1,3,7
5790,2,3,1
2393,1,2,1
1665,1,1,5
2889,1,2,3
9735,2,2,6
5601,2,5,4
9823,2,1,5
5720,2,1,5
1185,1,1,7
5859,2,1,6
5039,2,3,2
3920,1,3,4
5716,2,3,3
9797,2,1,5
3661,1,1,9
4779,1,2,5
810,1,3,3
8630,2,3,4
1808,1,2,7
1981,1,3,4
9522,2,1,4
820,1,1,8
1859,1,2,7
6850,2,1,4
3155,1,3,6
811,1,1,10
4520,1,3,2
3339,1,3,6
2375,1,1,10
7294,2,1,4
5784,2,3,1
2441,1,1,10
6024,2,1,5
861,1,3,5
8852,2,4,1
6062,2,5,4
1411,1,2,7
9714,2,2,1
9445,2,4,3
2173,1,1,5
991,1,2,7
663,1,3,5
1999,1,3,7
1835,1,2,5
6364,2,1,5
5425,2,2,1
9388,2,2,2
5971,2,2,2
8219,2,5,6
7762,2,1,7
7731,2,3,5
9518,2,2,3
5038,2,4,2
3699,1,3,2
4469,1,3,3
6962,2,5,1
6290,2,1,6
3927,1,3,1
8191,2,2,1
5887,2,5,1
5741,2,3,3
7598,2,2,6
918,1,1,8
1540,1,3,7
2591,1,3,4
8723,2,3,3
378,1,1,6
4929,1,1,5
6639,2,1,1
6808,2,1,3
8685,2,5,2
6218,2,5,2
4704,1,1,7
5457,2,4,6
2677,1,1,1
1924,1,2,2
5245,2,3,2
3296,1,3,4
8001,2,5,5
1554,1,1,2
8121,2,2,3
2349,1,2,6
9320,2,4,5
4437,1,2,4
3915,1,3,9
401,1,2,8
8775,2,1,1
9907,2,1,4
1876,1,3,9
9836,2,1,1
7530,2,5,6
9682,2,3,6
2730,1,1,2
6997,2,2,6
9319,2,5,1
9997,2,2,1
8161,2,1,6
1120,1,1,4
2537,1,1,5
6402,2,5,1
1660,1,3,4
4240,1,3,10
8360,2,1,4
5321,2,2,1
6162,2,3,4
5330,2,1,1
1970,1,3,5
9782,2,4,5
924,1,2,10
7387,2,1,2
6955,2,1,1
8337,2,5,6
7180,2,3,3
1448,1,2,4
3706,1,1,9
4982,1,2,2
9243,2,5,2
95,1,3,2
5704,2,5,3
4570,1,1,3
3471,1,3,4
1108,1,2,10
1362,1,1,9
4044,1,2,10
9134,2,5,4
7462,2,2,2
484,1,2,5
8604,2,4,7
9723,2,4,2
7427,2,4,3
814,1,1,6
3664,1,3,6
3505,1,2,10
2241,1,2,6
5449,2,5,4
4248,1,1,8
4906,1,3,7
6223,2,2,7
211,1,2,10
259,1,2,6
68,1,1,8
9246,2,4,6
